Title,Company,Location,Reviews,Description,Application Link,Job Post Date,Salary
Backend Engineer Developer Intern,S.L. Inc: sub-company to Fashion Entertainment Media,"New York, NY",N/A,"Our company client has one of the most economically influential platforms to launch in 2021. We're Looking for FullStack and Backend Engineers living in the New Jersey or New York area. Engineers looking to earn a full time executive position within 6-8 months AFTER interning (unpaid) under the Lead Backend Security Engineer for Spotify and Venmo/Paypal.This is an economically sustainable on-demand platform, which was evaluated at $125 Million during Forbes Summit '2019. The platform had up to six offers up to $25 Million, PRE-revenue and Pre-Launch. It will be the first economically sustainable on-demand platform to generate up to seven streamsof income, and host up to seven markets that generate up to 900 Billion in revenue annually; profitable within a pandemic or recession.Our Lead Engineer (Advisor) Credentials and Background:NJIT Master's Degree, Data Science, 4.0NJIT Bachelor Degree, Web & Information Systems, 3.89Coursera: Verified Certificates (Computational Investing)Udacity: NanoDegree, Deep LearningThe Data Incubator: Scholar, Deep Learning with BigDLChief Technical Advisor: Movement VaultPlatform Lead Backend Engineer: VenmoMentor: TechstarsComputer Science Teacher: Outco Inc.Engineering: Spotify - PresentRaritan Valley College, Associate of Science, Web Developer, 3.56 Cum LaudeCREDENTIALS TO JOIN:Must have 3-5 years of experience. Engineers (frontend or backend) MUST be fluent and experienced with using the following to build an APP; NO EXCEPTIONS: React Native (frontend) and Django (Backend), Github, AWS, and Slack. FrontEnd engineers must be fluent and experienced in React Native. Backend Engineers must be fluent and experienced in Django.Engineers must also be experienced in 3 or more of the following:Password encryption + saltBackend serverBuild token service for login and registration (open api)Build and query databaseThe api gateway and amazon web servicesJSON language (formats / sends data)Java Script (backend) using node jsWriting in Unity engine + C sharp languageBackend security; Firewalls and encryptionProficient in API DevelopmentJangoPythonPostgresQLDeveloped and deployed app in app storeMinimum Requirement of 15-20 hrs a week.Starting in September 2021.This platform has a lot of backend data; geographic, gps, sales, and more.Engineers can be in school or have a job currently. All engineers are guaranteed permanent positions with their desired position (salary to match position) once the app goes to market (scheduled) in Winter 2021; provided quality work and hours are met. There are currently 8 engineers on the team working remotely from various states, and 45 team members with advisorswho are managers at Ernst & Young (DC and NYC), Spotify, Venmo/Paypal, and Madison Square Garden.We’re looking for applicants that take initiative and deliver on tasks (big and small) efficiently to move into positions of leadership quickly.Legal action may be taken if an applicant provides false information for interview or orientation; this includes but is not limited to their current living location. This opportunity is not for remote learning or for engineers looking to relocate. Applicants must ALREADY be living distance of our preferred location/area of our business as cited.Job Types: Full-time, Part-time, Contract, InternshipBenefits:Flexible scheduleProfessional development assistanceSchedule:Monday to FridayOn callWeekend availabilityAbility to commute/relocate:New York, NY: Reliably commute or planning to relocate before starting work (Required)Education:Bachelor's (Required)Experience:AWS: 1 year (Required)JavaScript: 1 year (Required)APIs: 1 year (Required)app engineer: 3 years (Required)Work Location:One locationWork Remotely:Temporarily due to COVID-19",https://www.indeed.com/viewjob?cmp=S.L.-Inc%3A-sub--company-to-Fashion-Entertainment-Media&t=Backend+Engineer+Developer+Intern&jk=dbccf6ad1be92512&vjs=3,26 days ago,N/A
Android Developer Intern,Digital Mobile Agency,"New York, NY",N/A,"NYC's Premier Mobile Digital Agency is seeking an Android Developer Intern.Candidates sought:-Experienced candidate's capable of performing cross platform development with primary focus on Android (Back-end and Front-end).-Experience with Node.js-Experience working with Android Phones/Tablets and Wearable devices.- Experience with PHP and mysql.-Experience with user interactions and multi-touch technologies. Familiarity with memory management and allocation, API integrations, CMS development, device and power management/performance and billing platform integrations.-Experience with Algorithm Development (Machine Learning / Artificial Intelligence is a plus).-Familiarity with Android SDK and Development tool kits.-Experience with OpenGL, Unity Engine, Cocoa 2D, Unreal Engine and Corona SDK for iOS/Android Game Development.-Experience with Encryption is a plus.-Design skills using Adobe Photoshop and Illustrator a plus and ability to work with PSD files.College credit available upon institution approval.Job Types: Full-time, Part-time, InternshipSchedule:Monday to FridayExperience:Mobile App Development: 1 year (Preferred)Android : 1 year (Preferred)Java: 1 year (Preferred)Work Location:One locationWork Remotely:Temporarily due to COVID-19",https://www.indeed.com/viewjob?cmp=Digital-Mobile-Agency&t=Android+Developer+Intern&jk=a7267c959221c81b&vjs=3,22 days ago,N/A
2022 Software Engineer Summer Intern,Yext,"New York, NY 10010",3.7 out of 5 stars from 19 employee ratings,"Yext (NYSE: YEXT) is building the next big thing in AI search, and the next big thing is answers.With the explosion of information and data online, search has never been more important. However, while the world of consumer search has innovated over time, enterprise search has not. In fact, the majority of enterprise search is powered by outdated keyword technology that only scans for keywords and delivers a list of hyperlinks rather than actually answering questions. Yext, the AI Search Company, offers a modern, AI-powered Answers Platform that understands natural language so that when people ask questions about a business online they get direct answers – not links.We have a big, audacious mission to transform the enterprise with AI search. To achieve that, we need bright minds and diverse perspectives to join our growing company and help us continue to disrupt an industry. Does this sound like you?To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.Yext's mission is to provide perfect answers everywhere. It starts with a customer's own website: Yext's Answers product replaces unhelpful site searches with NLP-powered, dynamic result content. When you look for answers about a business anywhere else on the web, whether through Google, Alexa, Yelp, Facebook, Apple, Instagram, Snapchat, or even Baidu and WeChat in China, you are getting brand verified answers sourced directly from that business.We're looking for Software Engineers to join the Yext Engineering team and drive the technology behind our revolutionary product offering! Our team works in an agile environment running two-week sprints that culminate with demos of features in progress. You will work alongside engineers from the top universities and tech companies in the world, hands-on with the code from day one.What You'll DoParticipate in full life-cycle software developmentDesign, implement, and deploy highly distributed and scalable systemsContribute ideas for new features and identify areas for improvement proactivelyImmerse yourself into the Yext culture and ecosystem by following our engineering motto: ""Think Big, Learn Fast, and Get Stuff Done""What You HavePursuing a degree in Computer Science or a related technical field, graduating between December 2022 and August 2023Excellent implementation skills in a OOP language (We mostly use Java and Go)Fast learner who picks up new technologies quicklyAbility to work productively in a collaborative team environmentComfortable working within a fast-paced environment#LI-RR1Yext is committed to building an inclusive and diverse culture where every person is seen, heard and valued. We believe in equal employment opportunity and welcome employees and applicants of all races, colors, ethnicities, religions, creeds, national origins, ancestries, genetics, sexes, pregnancy or childbirth, sexual orientations, genders (including gender identity or nonbinary or nonconformity and/or status as a trans individual), ages, physical or mental disabilities, citizenships, marital, parental and/or familial status, past, current or prospective service in the uniformed services, or any characteristic protected under applicable law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. It is Yext's policy to provide reasonable accommodations to people with disabilities as required by law. If you have a disability that requires an accommodation in completing this application, interviewing, or participating in the employee selection process, please complete this form.",https://www.indeed.com/viewjob?jk=3e1665fb64be51e0&from=serp&vjs=3,13 days ago,N/A
CAMPUS: Information Technology/Quality Assurance Co-op or Internship Opportunity - Fall 2021,"Langan Engineering and Environmental Services, Inc.","Parsippany, NJ 07054",3.8 out of 5 stars from 58 employee ratings,"Langan provides expert land development engineering and environmental consulting services for major developers, corporations, energy companies, healthcare systems, colleges/universities, and large infrastructure programs throughout the U.S. and around the world. Our employees collaborate seamlessly among 30+ offices and gain valuable hands-on experience that fosters career growth. Langan culture is entrepreneurial from advancing innovative technical solutions, to participating in robust training and knowledge sharing, to making progressive change within the communities we live and work.Langan is committed to a diverse and inclusive work environment where employees are empowered to contribute their skills and knowledge to make impactful contributions. Langan is pleased to be recognized for three consecutive years as a top 10 ""Best Firms to Work For"" and top 100 ""Hot Firms"" in the nation.Langan is seeking a fall Quality Assurance Cooperative Education Student or Intern to join its collaborative Information Technology team in Parsippany, NJ. This individual will serve a key function in supporting the software development team and assisting in the testing and documentation of software projects. In this role, you will have the opportunity to support strategic and innovative company initiatives.Job Responsibilities:Test new internal software applications to ensure quality assurance (QA) standards are met prior to go-live and document the QA processes you execute; for example, user navigation, notifications, and experience;Develop new and update existing standard operating procedures/user guides;Support the Software QA Specialist with tasks including follow-ups to internal client meetings; andPerform other duties as requested.Job Requirements:Student actively pursuing a four year or advanced degree in Computer Science, Business, or related field;Minimum GPA of 3.0 or greater is preferred;Possess excellent problem solving skills and effective communication skills; andAbility to work independently and in an applications development team.Langan is committed to employee wellbeing and providing a healthy and safe work environment. Langan provides a rich array of programs and benefits to help its employees advance their careers and enhance the quality of their lives. Our comprehensive compensation package includes: full-time employment company paid medical, dental, and vision coverage; life insurance, short- and long-term disability insurance, and paid pregnancy disability leave; 401(k)/Roth with company match; paid time off including parental and military leave; employee referral and professional license bonuses; and educational reimbursement.Langan offers flexible work schedules; extensive training; wellness programs; buddy and mentoring programs; employee resource groups; and much more!Langan is an affirmative action / equal opportunity employer committed to building a team that represents and values diverse backgrounds. Langan promotes a positive work environment of inclusion, where we respect each other’s differences and recognize that a diverse and inclusive environment is a key to our success.",https://www.indeed.com/rc/clk?jk=2b8a95687c52af10&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgN_xIOwH3LoBjPpa2S8NFjwsdLqiuaGy5Gw05HfKNzLw&astse=d1ae0362fff19b17&assa=6722&vjfrom=serp,30+ days ago,N/A
INTERNSHIP - Business analyst and C# developer,Société Générale,"New York, NY","3.9 out of 5 stars from 2,723 employee ratings","ResponsibilitiesThe position is for an exceptionally motivated, capable Junior Level Business analyst with prior experience as a Software Developer or a technical Business Analyst having a strong appetite and ability to enter the lower layers of application systems, such as UNIX operating systems, databases, and related low-level technologies.You will be part of the Equities and Equity Derivatives / Volatility New York DevOps team. The Team is composed of ten people with the responsibility of supporting the Equity Derivatives Trading desks on Front-Office applications and providing new solutions to our traders/sales by core applications’ development, production monitoring and automation tools in C#, JAVA, SQL, Scripting or Python.The applications and IT systems under our responsibility have critical roles in the Equity Société Générale IT Chain:Direct Market access with EMS and OMS including Trading Tools for Equity trading from single stock to futures and listed optionsDeal Processing Application, Product Lifecycle and Event ManagementRisk engines and Pricing …As part of this team, you will have the possibility to interact and work with other teams located in New York, Montreal (Canada) and Paris (France).Responsibilities/Tasks:Your role will include but is not limited to:Build knowledge and expertise on equities and equity derivatives SocGen systemWork with Senior BA and developers to gather business requirements, to design new features and to document system requirements user guides/demos and support the run bookAssist in design, development, testing, deployment and support of high-quality software applications using C# and related .NET technologies, as well as REST services.Participate in testing automation with proposing new automation ideas helping across any testing phase (UATs, non-regression,) to secure production releases and to produce/promote maintainable and quality solutionsParticipate in automation tools initiatives such as production monitoring tools or release management tools (Python, Elasticsearch, Kibana, etc.).Communicate with users regarding upcoming events (release, projects, etc.).Interact and Respond to users (traders, back/middle office, Regulators, Compliance… etc) to explain and certify new features and enhancements to be delivered.Effective and efficient oral and written communication with various audience at appropriate levelsEnsure that user demos, UATs and chain testing results, users’ certifications are documented and tracked. Ensure that any incident is raised on time to the team members communicated to the impacted users, documented and tracked.Maintain our backlog tickets, assigned to you, up to datePartner with the Global development teams (Paris/ Montreal) to ensure a correct follow-up and active support for our usersRespect internal IT norms, standards, and processes.Agile, business-facing developers performing Continuous DeliveryThe team is composed of support analysts, business analysts and developers. Every member of the team including developers are encouraged to engage with the traders, to gather their requirements and build appropriate solutions, having acquired a sufficient understanding of the business.The team works in an agile mode with Product Owners participating in sprint planning, demos and backlog refinements.The “Continuous Delivery” initiative is strongly pushed, making use of relevant tools such as Github, XL Deploy, and others, to put in place a reliable pipeline of integration, with automated tests, automated deployments and tests, and automated production releases, to achieve a stable flow of continuously delivered features while preserving Production stability.DevOps and Feature TeamThe team is one of the early adopters of the “DevOps” practices, operating as a “Feature Team” to support the Equity Volatility and Hybrid trading systems. It therefore contains both developers and production-support analysts, working together as one, to ensure self-sufficiency, and produce synergies in incident resolution, as well as Production-awareness at all stages of the software development process.Profile requiredRequired/Must have:Knowledge of object-oriented design and developmentStrong database experience including writing SQL queries and stored procedure (SQL Server, Oracle, Sybase …).Good programming skills in Python and Excel VBA; experience developing Excel software using C# and interfacing with Excel spreadsheets.Knowledge in Unix, Linux server environnementDesired/Plus:Programming skills in C# and related .NET technologiesKnowledge of equity derivatives instruments, US financial market, market connectivity, order management systems and trading tools.Knowledge in financial standardized messaging protocol like FIXAgile /Scrum experience including TDDFamiliarity with Continuous Delivery practices and toolsRequired/Must have:Excellent verbal and written communication skillsAbility to work in an international and distributed team environmentCritical thinking and problem-solving skillsAbility to multi-task and follow through all tasks to completionAbility to collaborate with rest of the teamAbility to analyze, solve, monitor and follow up on any task or issue, rigorously and focusing on qualityAbility to adapt to a fast-changing environmentClient focus: strong sense of service to maximize the delivered value to customers/users, be they front officers, middle officers, or IT for IT.Desired/Plus:Ability to read and speak FrenchRequired/Must have:4-year bachelor’s degree – computer science, informational technology or equivalentDesired (Plus) Minor = mathematics / financial engineeringPython, SQL, C#, Excel VBA.Business insightWithin ""SG Corporate and Investment Banking"", the Equity department is a worldwide major actor in stock market, index, equity derivatives, exotic and hybrid equity products.The IT Development team based in New York where you will work is dedicated to the support and the development of this business line in North America. The development team is physically located at the trading desk and works very closely with the traders and market makers in a fully Agile fashion, to develop and support all the software used for the trading of commodity derivatives.This is a full time, 6-12 month internship opportunity.We are an equal opportunities employer and we are proud to make diversity a strength for our company. Societe Generale is committed to recognizing and promoting all talents, regardless of their beliefs, age, disability, parental status, ethnic origin, nationality, sexual or gender identity, sexual orientation, membership of a political, religious, trade union or minority organisation, or any other characteristic that could be subject to discrimination.Reference: 21000FKDEntity: SG AMERICAS OPERATIONAL SECURITIESStarting date: immediatePublication date: 2021/05/13",https://www.indeed.com/rc/clk?jk=d9764f2f87dbb03f&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhleEIUZFi64TqaP5V99R_pVAq81dAHm7GpE1MqdfeWCQ&astse=9a3b709dc95f0ac9&assa=7517&vjfrom=serp,30+ days ago,N/A
Research Engineer Internship - Localization & Calibration,"TuSimple, Inc.","New York, NY",2.8 out of 5 stars from 4 employee ratings,"This opportunity is located in San Diego, CA. Remote friendly during COVID-19.Company OverviewCome join a higher calling and find a deeper purpose!As a multi-national Artificial Intelligence Technology Company, we are at the epicenter of the Autonomous Vehicle Universe. Our breakthroughs are leading the industry in autonomous trucking.While inventing the framework of Autonomous Driving, our current fleet of autonomous trucks are helping communities receive much-needed supplies and medical equipment around the clock. Our people are some of the most talented engineers and contributors who are leaving behind a historic legacy.TuSimple was founded in 2015 with the goal of bringing the top minds in the world together to achieve the dream of a driverless truck solution. With a foundation in computer vision, algorithms, mapping, and Artificial Intelligence, TuSimple is working to create the first global commercially viable Autonomous Freight Network.Role ResponsibilitiesFormulate ill-defined problems with a data driven approach for self-driving truck solutionsDesign and implement algorithms for sensor calibration, pose estimation, and localization with multimodal inputsBuild rigorous benchmarks to test the algorithmsAble to work independently with minimal supervision and deliver high-quality and reliable code for real-time applications in a timely mannerClosely collaborate with other teams to design, integrate, and test new additionsExperience & Skills RequiredEnrolled in a M.S./Ph.D. program in Computer Science, Machine Learning, Computer Vision, Robotics or other related fieldsSolid knowledge and proven practical experience in one or more of the following fields: SLAM, multi-view geometry, sensor calibration, optimization, probabilistic modeling, machine learning, image processing, signal processing, 3D vision, and point cloud processing.Strong coding skills in Python or C/C++Preferred Skills and ExperiencePublications in related conferences and/or journalsHands on experience in Computer Vision, Machine learning and RoboticsIntern PerksWork with world class AI EngineersShape the landscape of autonomous drivingWork on significantly important and mission critical projectsExtensive individual support through TuSimple's Mentorship ProgramCompetitive salaryHigh full-time employment return rates after completion of Internship ProgramGym membership reimbursementMonthly team building budgetOnsite Perks (These perks will only be applicable if the internship is onsite)Breakfast, lunch, and dinner served every dayFull kitchens on every floor with unlimited snacks, drinks, special treats, fruits, meals, and moreTuSimple is an Equal Opportunity Employer. This company does not discriminate in employment and personnel practices on the basis of race, sex, age, handicap, religion, national origin or any other basis prohibited by applicable law. Hiring, transferring and promotion practices are performed without regard to the above listed items.For immediate consideration email your resume to:algo__localization___calibration_internship_06ccfdec2us@ivy.greenhouse.ioBrown University, California Institute of Technology, Carnegie Mellon University, Columbia University, Cornell University, Dartmouth College, Duke University, Georgia Institute of Technology, Harvard University, Harvey Mudd College, Massachusetts Institute of Technology, North Carolina State University, Northwestern University, Princeton University, Purdue University, Rice University, Rose - Hulman Institute of Technology, Stanford University, Tufts University, University of California — Berkeley, University of California — Los Angeles, University of Illinois-Urbana-Champaign, University of Maryland-College Park, University of Massachusetts-Amherst, University of Michigan-Ann Arbor, University of Notre Dame, University of Pennsylvania, University of Southern California, University of Texas Austin, University of Washington, University of Wisconsin-Madison, Williams College, Worcester Polytechnic Institute (WPI), Yale University, MIT, CMU, Waymo, Uber, Facebook, Uber, Amazon, Cruise, Tesla, Argo AI, Baidu, DIDI, Zoox, Nutonomy, Nuro, Aptiv, Pony.Ai, Kodiak, Toyota, Nissan, GM, Ford, VW, Autonomous Car, Autonomous Driving, Robotics, Artificial Intelligence, Machine Learning, Deep learning, Perception, Prediction, Planning, Control, Anduril Industries, Sift, Nauto, Tempus, Salesforce, Automation Anywhere, SenSat, Phrasee, Defined Crowd, Pymetrics,Siemens, Socure, AEye, Rev.com, Suki.ai, Verkada, DataVisor, People.ai, AlphaSense, Icertis, Casetext, Blue River Tech, Nvidia, Bright Machines, Orbital Insight, Brighterion, H2O, Intel, Clarifa, X.ai, Zebra Medical Vision, Iris AI, Freenome, Neurala, Akamai, Zoho, ServiceNow, SalesForce, Oracle, Tableau,Splunk,Cvent, Veeam,Atlassian, DocuSign, Dropbox, Veeva Systems, Proofpoint, Cornerstone, Qualtrics. New Relic, Okta, Intralinks, MuleSoft, Freshworks, Slack, Twilio, Anaplan, Stripe, Workfront, Smartsheet, Zuora, OutSystems, Coupa, Cylance, Elastic, Zoom, SailPoint, BlackLine, iCIMS, Digitate, Qualys, Kareo, DataStax, DiscoverOrg, Siteimprove, Druva, Centrify, Looker, SimilarWeb, Odoo, Kyriba, Sumo Logic, Sisense, PagerDuty, DigitalOcean, Liquid Web, Zaloni, Databricks, ServiceTitan, Fastly, SnapLogic, Mendix, Couchbase, Egnyte, Seismic, Bill.com, Justworks, Collibra, ActiveCampaign, Schoology, SalesLoft, Cylynt,",https://www.indeed.com/rc/clk?jk=3dc36d97c05ce031&from=vj&pos=bottom&mvj=0&spon=1&adid=372049226&ad=-6NYlbfkN0C5XrI0lH7Ow5AnZXa4lAgFTjOGtX6m615LYJl3OxoHTd5brWBppAyTF3aqwO7KWWjbaq8Hhv0UQb_JZTN5r3sKMQv_x_J4fAr1VbJdLUb_sJE22iLzbEk5POZalVBVv8K1SAovZLdfYP1TPkDDrYCG156qJ03fOrSirWNZ-_THWnrCKNYtEvS9BrN58M5uD59H0Q8uHTk6I68Y9wSHvSUgobbnvEHyL620C7nB8YTPSAyBAbjDeWjGTpW0awOMlKgmoCGf1CVEn888SAMR0FZFq6A6GwQIcpEVzYVMUWp8RyokDYPeE0NjtuNXn4thAg6D9VZyQFSvhWGbV03Om63v&sjdu=VyNrwcfTK15LupteTX0rmTEMTyZb9VDnX0BtP3m3-J4&astse=f8a220c1da03b8e0&assa=8335&vjfrom=serp,6 days ago,N/A
Field Technology Intern / Co-Op,"J. Fletcher Creamer & Son, Inc","Hackensack, NJ",3.5 out of 5 stars from 32 employee ratings,"J. Fletcher Creamer & Son, Inc is currently looking for a Field Technology Intern / Co-Op to add support to our current IT leaders. (Monday through Friday, in-office, FT hours)Desired Qualifications:Pursuing a major in Computer Science or similar is required.Experience in the software engineering or consulting industry is preferred.Multiple software language development experience is highly desirable.Responsibilities:Build information systems by designing, developing, and installing software solutionsDesign interactive applicationsCreate software in Java, Ruby on Rails, PHP, C++ or other programming languagesInterface, navigate and edit/update/maintain relational databases - SQL and ORM technologies (JPA2, Hibernate)Develop web applications using the latest popular and modern web frameworkCreate multi-level testing of developmental and production systems (QC & QA)Routine utilization of software engineering toolsMulti-level documenting requirements and specifications within code and other resourcesSpecific Duties:Determines operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutionsDocuments and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear codePrepares and installs solutions by determining and designing system specifications, standards, and programmingImproves operations by conducting systems analysis; recommending changes in policies and proceduresObtains and licenses software by gaining required information from vendors; recommending purchases; testing and approving products.Updates job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professionalProtects operations by keeping information confidentialProvides information by collecting, analyzing, and summarizing development and service issuesAccomplishes engineering and organization mission by completing related results as neededDevelops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycleDeploy programs and evaluate user feedbackComply with project plans and industry standardsEnsure software is updated with latest featuresSpecial Skills / Abilities Needed:Analyzing InformationGeneral ProgrammingSoftware DesignSoftware DebuggingSoftware DocumentationSoftware TestingProblem SolvingTeamworkSoftware Development FundamentalsSoftware Development ProcessSoftware RequirementsExperience in Agile teamsExpertise in conflict resolutionExcellent organizational skillsExcellent analytical skillsTravel:Overnight travel: InfrequentIntra / interstate: OccasionalPhysical Requirements:Ability to work in an office environment involving the use of normal office machines. Ability to drive vehicle to and from office locations and potentially job site locations.",https://www.indeed.com/viewjob?jk=2daf766304c592f1&from=serp&vjs=3,8 days ago,N/A
iOS Developer Intern,Digital Mobile Agency,"New York, NY",N/A,"NYC's Premier Mobile Digital Agency is seeking an iOS Developer Intern.Candidates sought:- Strong Knowledge of iOS and related development tools- Xcode and Interface Builder.- Strong Knowledge of Swift Code and Objective-C.- Knowledge of Node.js and PHP and mysql a plus.-Candidate's capable of performing cross platform development with primary focus on iOS (Back-end and Front-end).-Knowledge of working with iPhone, iPads, Tablets and Apple Watch devices.-Candidate should be capable of manipulating and managing user interactions and multi-touch technologies. Familiarity with memory management and allocation, API integrations, CMS development, device and power management/performance and billing platform integrations.-Knowledge of Algorithm Development (Machine Learning / Artificial Intelligence is a plus).-Knowledge of OpenGL, Unity Engine, Cocoa 2D, Unreal Engine and Corona SDK for iOS/Android Game Development is a plus.- Knowledge of Xamarin C# development is a plus.- Knowledge of Encryption is a plus.-Design skills using Adobe Photoshop and Illustrator a plus and ability to work with PSD and Sketch files.- Should also have knowledge of Java, Python and HTML5.- College credit if college accepts.Job Types: Full-time, Part-time, InternshipSchedule:Monday to FridayExperience:Swift: 1 year (Preferred)Mobile App Development: 1 year (Preferred)iOS: 1 year (Preferred)Work Location:One locationWork Remotely:Temporarily due to COVID-19",https://www.indeed.com/viewjob?cmp=Digital-Mobile-Agency&t=Ios+Developer+Intern&jk=c45c13115fcef568&vjs=3,20 days ago,N/A
Intern,Integrand Software,"Berkeley Heights, NJ",N/A,"Company OverviewIntegrand Software, Inc. makes software for designing high frequency, RF and mixed signal complex integrated circuits (ICs) for the semiconductor industry. Our electromagnetic (EM) simulation tool, EMX®, allows designers to simulate large RF circuit blocks, characterize the behavior of passive components and analyze the parasitics due to interconnect. More than 50 companies rely on EMX to verify their ICs. The world’s major foundries use EMX to develop passive component models for their process design kits.Position DescriptionThe intern will help develop and enhance Integrand’s EMX. Responsibilities will include software development and creating new applications for the software. A successful candidate will have a strong software and algorithms background. Experience in numerical and scientific computation, electromagnetics and electrical engineering and IC design is desired.ResponsibilitiesDevelop new features for EMXDebug test cases with accuracy, performance, capacity, or functional issuesRequirementsMasters or higher degree in Computer Science, Electrical Engineering, Applied Mathematics or similarDetailed knowledge of C++Experience in parallel programmingExperience with Perl, shell scripts, Matlab and the Linux command line environment.Provide access to non-proprietary code samplesDesirableExperience developing software, preferably in the EDA domainKnowledge of numerical methods and an understanding of integral equation techniques and non-linear optimizationProgramming experience in Cadence’s SKILL extension language or LISP/SchemeExperience with OpenCL/CUDA for programming GPUsExperience with using Cadence tools for layout and simulation of IC designsUnderstanding of analog/mixed-signal circuitsKnowledge of passive and active device modelingTo apply for the internshipt, send your resume to jobs@integrandsoftware.comIntegrand Software is unable to accept unsolicited agency resumes. Any resumes submitted become the sole property of Integrand Software, Inc.",https://www.indeed.com/rc/clk?jk=cb9603384c056cd6&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjp9z57hHE1XOK_N7m2J2bt-BhdrQogdzP3xc9-PmOQTQ&astse=ffcb41113c0529cd&assa=627&vjfrom=serp,30+ days ago,N/A
"Quantitative Analyst, Ph.D. Intern","D. E. Shaw & Co., L.P.","New York, NY",4.1 out of 5 stars from 59 employee ratings,"The D. E. Shaw group’s summer doctoral internship program exposes talented Ph.D. candidates to the projects and environment associated with full-time work in quantitative analysis and software development at the firm. Ph.D. interns can expect to be part of an inclusive environment, and interact with fellow interns and employees of similar academic backgrounds while discovering how the analytical skills gained from their graduate programs may relate to the work done here. Throughout the internship, Ph.D. candidates are encouraged to attend our academic speaker series and track academic progress in various areas that may be of interest.",https://www.indeed.com/rc/clk?jk=bb351cdc284c1404&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgXovCcyf0shfwWylanmkB9Iv02HSGSZoWequxOEmCHqw&astse=8e8b3154a9a6febf&assa=1311&vjfrom=serp,30+ days ago,N/A
